,A-6633912,2024-12-22,26870.81,"26,879.39",aed ,,AUH,!!!,!!!,,0,20,,,x,x
C81276,A-9603461,11/12/2024,"24,873.12",,USD,Pending,RAK,ok,ok,junk,0,,Pending,,,
C85555,,02/12/2024,(21508.12),21508.12,EUR,Pending,UAQ,needs review,needs review,,,m12,Pending,,,
C23597,A-4763144,2024-12-26,26032.66,26032.66,USD,Closed,FJR,,,,0,34,Closed,,,
C78335,,22/12/2024,(14299.55),(14299.55),USD,,UAQ,,,,,m12,,,,
C88059,A-7907746,2024-12-03,,,GBP,Pending,DXB,ok,ok,,Y24,67,Pending,,,
C46156,,2024-12-15 00:00:00,1961.499708697519,,omr ,,RAK,needs review,needs review,,1,m12,,x,,
C64893,A-8348289,25/12/2024,,2784.38,OMR,Closed,UAQ,ok,ok,junk,,,Closed,x,,
,A-7746075,Dec-02-24,not available,15868.208094042258,USD,Open,AUH,,,junk,Y24,95,Open,,,
C31028,A-9105974,2024-12-28 00:00:00,731.93,731.93,USD,,FJR,needs review,needs review,,Y24,m12,,,,
,A-8124994,Dec-23-24,25806.62127532571,(25828.02),omr ,CANCELLED,AAN,,,,Y24,m12,CANCELLED,,,
,A-5838884,2024-12-28 00:00:00,29551.529629080935,29561.2,USD,CANCELLED,DXB,,,,Y24,,CANCELLED,,,
C76108,A-2124098,Dec-09-24,,4004.52,AED,CANCELLED,RAK,ok,ok,,0,,CANCELLED,,x,
C93752,A-4291637,Dec-26-24,13830.48,13830.48,OMR,,RAK,needs review,needs review,,1,m12,,,x,
C69661,A-7122917,2024-12-24,(1117.22),(1117.22),EUR,,UAQ,ok,ok,,Y24,,,,,x
C80993,A-1677844,22/12/2024,11486.83,11486.83,AED,,AAN,ملاحظة,ملاحظة,,Y24,71,,,,
C25235,A-4907979,32/13/2023,5637.01,5591.940932068278,GBP,In Review,SHJ,,,,1,,In Review,x,,
C11384,A-2971158,Dec-07-24,-7874.04,-7874.04,USD,Open,FJR,needs review,needs review,,,m12,Open,,x,
C98806,A-6208770,2024-12-23,"-5,901.30",not available,EUR,,  UAQ,needs review,needs review,,Y24,,,,,
C69788,A-2064701,2024-12-11,7085.63,7085.63,AED,Closed,UAQ,ملاحظة,ملاحظة,,,m12,Closed,x,x,
C85727,A-9571914,2024-12-17,(21609.62),21609.62,SAR,Pending,DXB,ok,ok,,Y24,32,Pending,,,x
C22180,A-8015326,2024-12-16,11768.76,11768.76,AED,,AUH,ملاحظة,ملاحظة,,0,,,,,
C94068,A-5791061,2024-12-08,10138.34068455761,,GBP,Closed,RAK,needs review,needs review,,Y24,m12,Closed,x,,
C19951,A-9417584,16 December 2024,,20297.55,AED,Closed,  DXB,ok,ok,,Y24,m12,Closed,,,
C88558,A-3896672,Dec-25-24,,15542.91364612954,EUR,In Review,DXB,,,,,,In Review,,,
C91360,A/5256,2024-12-06,15570.66540495069,15587.83,SAR,Closed,UAQ,ok,ok,,0,35,Closed,,,x
C91978,A-1444576,2024-12-20,(12712.44),12708.70627502358,USD,Open,AAN,needs review,needs review,,Y24,,Open,,,
C44682,A/63072,Dec-03-24,17493.675471917144,17487.25,AED,Pending,SHJ,needs review,needs review,junk,0,m12,Pending,,,
,A-7123213,07 December 2024,,-488.5,EUR,Pending,DXB,,,,Y24,95,Pending,,,
C82912,A-7550357,23 December 2024,-5428.8,,AED,Pending,RAK,needs review,needs review,,1,66,Pending,,,
C30808,A-9288831,2024-12-21,18080.808148490174,,AED,CANCELLED,SHJ,ملاحظة,ملاحظة,,Y24,,CANCELLED,,,
C39634,A-7462324,32/13/2023,not available,29134.24,OMR,,FJR,!!!,!!!,,Y24,m12,,,,
C64713,,2024-12-24,,28184.16858776846,EUR,Closed,SHJ,ملاحظة,ملاحظة,,,50,Closed,,x,
C41896,A-1363059,32/13/2023,,-5282.8,USD,CANCELLED,FJR,ملاحظة,ملاحظة,,Y24,,CANCELLED,,,
C39889,A/92047,2024-12-02 00:00:00,22992.55,22992.55,SAR,Open,DXB,!!!,!!!,,1,m12,Open,,,
C56886,A-5412874,23 December 2024,25524.98,25524.98,OMR,,SHJ,ok,ok,,,35,,,,
C19479,A-8951046,04 December 2024,21068.27,"21,068.27",GBP,Closed,UAQ,!!!,!!!,,Y24,m12,Closed,,,
C88495,A-1322410,Dec-21-24,900.45,900.45,SAR,In Review,  AUH,needs review,needs review,,0,,In Review,,,
C21916,A-6506902,Dec-04-24,not available,3809.1177498038855,OMR,,AAN,ok,ok,,Y24,m12,,,,
C39611,A-1396366,2024-12-23,3284.708630727503,3282.77,GBP,In Review,UAQ,ملاحظة,ملاحظة,,0,m12,In Review,x,,
C99979,A-5613976,25 December 2024,16081.22,16040.202256410967,SAR,Open,AUH,,,,,m12,Open,,,
C10455,A-7444737,06 December 2024,(28547.70),28547.7,OMR,Closed,SHJ,ok,ok,,Y24,,Closed,,x,x
C77219,A-5659571,Dec-02-24,29963.9,,EUR,Open,SHJ,needs review,needs review,,Y24,,Open,,,
C60198,A-2815080,2024-12-13 00:00:00,,,GBP,In Review,AAN,,,,0,,In Review,,,
,A/54983,Dec-06-24,24270.99,(24270.99),AED,Closed,SHJ,needs review,needs review,,Y24,m12,Closed,,,x
C15935,A-5692338,2024-12-02,,29030.21,GBP,Open,DXB,ok,ok,,,,Open,,,
,A-8643785,2024-12-08,8167.62,(8167.62),AED,Pending,AAN,needs review,needs review,,Y24,19,Pending,,,
C26086,A-8320570,Dec-12-24,29156.85,,AED,In Review,SHJ,ok,ok,,,,In Review,x,,
C95879,A-7870170,2024-12-11 00:00:00,24327.67,24327.67,SAR,Open,AAN,ok,ok,,1,m12,Open,,,
C32905,A-9076870,07/12/2024,18698.15,18698.15,USD,,SHJ,ok,ok,,Y24,,,,,
C39162,A/7244,08/12/2024,-30.26,-25.05312835394962,AED,,RAK,,,,Y24,m12,,,,
C32779,A-3604829,Dec-07-24,,"23,094.80",GBP,In Review,DXB,needs review,needs review,,Y24,48,In Review,x,,
C50444,A-8814695,23/12/2024,,4938.060510133209,AED,Closed,  AUH,needs review,needs review,,Y24,m12,Closed,,,
C48886,A/3198,2024-12-08 00:00:00,,,SAR,CANCELLED,SHJ,needs review,needs review,,0,,CANCELLED,,,
C72208,A-1011559,03/12/2024,17325.77,17340.846091730138,EUR,Closed,AAN,!!!,!!!,,1,,Closed,,,
C22343,A/42450,32/13/2023,"1,971.82",2006.66,USD,Open,SHJ,needs review,needs review,,1,m12,Open,,x,
C53726,A-7346655,2024-12-13,10327.32,10327.32,USD,,FJR,ok,ok,,,,,,,
C94148,A-9652797,2024-12-16 00:00:00,11177.16,,EUR,CANCELLED,SHJ,ok,ok,,,12,CANCELLED,x,,
C74971,A-7192959,Dec-21-24,,17313.75,GBP,Open,  DXB,needs review,needs review,,,m12,Open,,,
C55565,A-9142663,32/13/2023,(26841.07),,EUR,,FJR,,,,,,,,,
C49814,A-6705224,25/12/2024,10510.677348436218,,USD,,DXB,ملاحظة,ملاحظة,,Y24,m12,,,x,
C64764,A-7931662,24 December 2024,,5900.75,SAR,CANCELLED,AAN,needs review,needs review,,Y24,,CANCELLED,x,,
C17431,A-2032585,32/13/2023,not available,20677.28,GBP,Closed,AAN,ملاحظة,ملاحظة,,Y24,14,Closed,,x,
C55831,A-1092954,2024-12-09,3197.370458376489,,AED,Pending,SHJ,ملاحظة,ملاحظة,,Y24,,Pending,,,
C84038,A-4339633,32/13/2023,"15,647.33",15647.33,AED,Open,AAN,needs review,needs review,,Y24,m12,Open,x,,
C52994,A-6677769,2024-12-17,,16543.5106736829,SAR,,  UAQ,needs review,needs review,,Y24,m12,,,,
C72921,A/29501,28 December 2024,,not available,GBP,,UAQ,,,,,m12,,,,
C39790,A/32284,2024-12-10,,24745.25,USD,Pending,DXB,!!!,!!!,junk,,40,Pending,,,
C31110,A-7656158,2024-12-02,2637.26,2637.26,SAR,Pending,RAK,ok,ok,,0,,Pending,,,
C47956,A-3017619,Dec-08-24,10395.05160743652,10380.92,USD,In Review,UAQ,,,,Y24,55,In Review,,,
C63789,A-7929251,2024-12-11 00:00:00,26050.47,"26,068.88",USD,,UAQ,!!!,!!!,junk,,72,,,x,
,A-4774965,Dec-06-24,-3845.641125951419,-3827.9,GBP,,UAQ,ok,ok,,Y24,m12,,,,
C58384,A-3072522,Dec-11-24,-1101.01,"-1,101.01",SAR,CANCELLED,UAQ,,,,,,CANCELLED,,,x
C36508,A-3477523,11/12/2024,not available,-5960.214076575285,SAR,,FJR,ok,ok,,0,,,,x,
C69329,A-6068722,02/12/2024,-2144.51,(2144.51),EUR,,  UAQ,needs review,needs review,,0,,,,,
C55197,A-9657887,32/13/2023,18294.88,(18294.88),USD,Pending,FJR,!!!,!!!,,Y24,,Pending,,x,
C64437,A-8338957,09/12/2024,-6975.087160384612,-7011.72,OMR,,UAQ,!!!,!!!,,Y24,m12,,,,
C45840,A-5996948,27 December 2024,"27,696.14",27718.67,USD,In Review,DXB,ok,ok,,Y24,m12,In Review,,,
C59244,A-5383241,,(4997.49),4997.49,GBP,CANCELLED,RAK,,,,,m12,CANCELLED,,x,
C19628,A-8217408,0000-00-00,16723.34,,SAR,CANCELLED,  DXB,needs review,needs review,,,m12,CANCELLED,,,
C55036,A-1294494,32/13/2023,12057.34,"12,057.34",EUR,,FJR,ok,ok,,Y24,,,,,
C36729,A/42250,06/12/2024,11790.53,(11790.53),EUR,,AAN,needs review,needs review,,Y24,m12,,,x,
C99894,A-8782125,2024-12-25,4539.4,,EUR,CANCELLED,UAQ,needs review,needs review,,,m12,CANCELLED,,,
C15435,A/63001,2024-12-23 00:00:00,5747.73,5698.089609093509,GBP,,AUH,ok,ok,,Y24,44,,,,
C26694,A-7193953,Dec-24-24,10988.49,,EUR,,RAK,,,,0,m12,,,x,x
--- HEADER REPEATED BELOW (PAGINATION) ---,,,,,,,,,,,,,,,,
cust#,_gl_acc__, posting_dt  ,TXN_VALUE, Amount  ,CCY (v2), status  ,Region,notes,Memo,,YEAR_ADDED_2024,new_col_202412,state*,mystery_2024_12_29,mystery_2024_12_2,Unnamed: 0
,A-3359389,2024-12-27,24299.72,24299.72,GBP,,UAQ,needs review,needs review,,Y24,m12,,,,
,A-7241532,2024-12-06,-4622.723883302605,-4617.711556341702,GBP,Pending,FJR,needs review,needs review,,1,42,Pending,,,
,A-6706753,2024-12-12,16311.731277452755,,GBP,,UAQ,ok,ok,,0,88,,,,
C68151,A-3797295,2024-12-20,5663.1,,GBP,Open,DXB,ok,ok,,,m12,Open,,,
C67399,A-6365181,Dec-23-24,(9386.26),(9386.26),OMR,Pending,RAK,ok,ok,,Y24,m12,Pending,,,
C53966,A-5648080,2024-12-04,18170.7,18152.1931541982,AED,,UAQ,ok,ok,junk,1,35,,,,
C96372,A-2037610,2024-12-10,-3913.7,-3913.7,USD,In Review,UAQ,!!!,!!!,,Y24,,In Review,,,
C32366,A-1257429,0000-00-00,10742.73,,OMR,,  AAN,needs review,needs review,,Y24,53,,,x,
,A-8599311,2024-12-04,7537.71,7537.71,OMR,,UAQ,,,,Y24,m12,,,,
C51443,A-5610413,2024-12-14,not available,10212.57,AED,Pending,FJR,ok,ok,,Y24,m12,Pending,,,
C41164,A-1361798,2024-12-07 00:00:00,,-1416.2182175858834,GBP,Pending,FJR,ok,ok,,Y24,,Pending,,,
C71931,A-7986616,17/12/2024,1377.94,1377.94,GBP,Open,DXB,ok,ok,,Y24,m12,Open,,,
,A-4746806,2024-12-07,-3279.28,-3279.28,AED,Pending,SHJ,ok,ok,,1,53,Pending,,,
C23359,A-2119010,19/12/2024,27948.2168798315,27967.04,GBP,,UAQ,needs review,needs review,,Y24,,,,x,
C57422,A-4227867,0000-00-00,19370.9174040309,19387.404845821467,GBP,CANCELLED,SHJ,needs review,needs review,,,m12,CANCELLED,,,
C18071,A-9087228,14 December 2024,(7295.23),7295.23,USD,Open,AAN,ok,ok,,Y24,,Open,,,
C91466,A-2111205,2024-12-05,"13,086.49",13086.49,GBP,,FJR,needs review,needs review,,,68,,,,x
C16127,A-4784590,2024-12-19,9662.6,,GBP,Open,RAK,,,,,50,Open,,,
,A-4757727,2024-12-09,not available,(23208.17),GBP,Closed,  UAQ,ok,ok,,,m12,Closed,,,
C96054,A-4255251,Dec-23-24,8992.87,8992.87,OMR,,FJR,ok,ok,,,m12,,,,
,A-4561475,14 December 2024,,664.500996281407,OMR,CANCELLED,AAN,,,,,79,CANCELLED,,,
,A-8252851,Dec-20-24,6244.086182833534,6289.51,SAR,Pending,AUH,,,,Y24,42,Pending,,,
C76330,A-5350779,Dec-08-24,"28,626.20",not available,USD,Pending,AAN,needs review,needs review,,,15,Pending,,,
,A-7326337,20/12/2024,-1332.530522892549,-1325.3251209335044,SAR,,FJR,!!!,!!!,,,,,,,
C84448,A-8087068,,10309.44,,SAR,,FJR,ok,ok,,,,,,,
C25969,A-6295785,2024-12-08,-5756.31,-5744.191591431567,OMR,Pending,UAQ,,,junk,,,Pending,,,
C85779,A-3984273,2024-12-23,,27648.27,AED,,  DXB,,,,Y24,12,,x,,x
C39571,A-5042786,Dec-01-24,,,EUR,,  AAN,,,,,m12,,x,,x
C33456,A-6221547,25/12/2024,,3548.929928150203,OMR,,FJR,ok,ok,,Y24,70,,x,,
C51981,A-6314964,20 December 2024,,4679.51,EUR,Pending,AAN,ملاحظة,ملاحظة,,Y24,,Pending,,,
C37165,A-5692560,25/12/2024,-2099.61,-2099.61,SAR,,  AUH,ok,ok,,Y24,75,,x,,
C69269,A-8424828,32/13/2023,-7787.26,"-7,787.26",USD,CANCELLED,AAN,ملاحظة,ملاحظة,,Y24,m12,CANCELLED,,,
,A-7307788,22/12/2024,27986.42,"27,986.42",OMR,,AAN,,,,Y24,97,,,,
C55843,A-3067828,Dec-19-24,6629.56,6629.56,USD,,AAN,!!!,!!!,,Y24,,,,,
C15580,A-6689536,Dec-01-24,-7314.78,"-7,314.78",GBP,Pending,RAK,ok,ok,junk,Y24,29,Pending,,,
C95826,A-4170587,32/13/2023,not available,"29,885.18",SAR,Pending,UAQ,ok,ok,junk,0,m12,Pending,,,
C51338,A-8741224,10/12/2024,4611.26,4611.26,EUR,CANCELLED,RAK,!!!,!!!,,Y24,,CANCELLED,,,
,A-7467884,32/13/2023,(26430.76),"26,469.00",SAR,Closed,FJR,needs review,needs review,,Y24,,Closed,,,
C39987,A-7355347,02/12/2024,-3592.7,,OMR,Closed,RAK,needs review,needs review,,,m12,Closed,,,
C96431,A-6289456,2024-12-02,3700.06,3659.3541490597822,EUR,Closed,FJR,needs review,needs review,junk,,47,Closed,x,,
C83396,A/58897,Dec-05-24,24451.64033825266,24439.08,GBP,Pending,UAQ,ok,ok,,Y24,66,Pending,,,
C70833,A-7256593,15/12/2024,3581.77,,OMR,In Review,RAK,needs review,needs review,,,,In Review,,,
,A-6597668,32/13/2023,not available,"5,087.23",USD,In Review,UAQ,,,,Y24,11,In Review,,,
C27871,A/62936,25 December 2024,-2960.98,,EUR,Closed,AUH,needs review,needs review,,Y24,,Closed,x,,
C69243,A-7823856,Dec-22-24,,(6865.59),USD,CANCELLED,UAQ,ok,ok,,Y24,m12,CANCELLED,,,
,A-3732049,08/12/2024,1972.21,(1932.24),EUR,Closed,RAK,ok,ok,,,m12,Closed,,,x
,A-8806759,2024-12-23,18325.77,,EUR,In Review,UAQ,ok,ok,,Y24,64,In Review,,,
,A-6899287,12/12/2024,28770.87,,EUR,Open,UAQ,ok,ok,junk,Y24,62,Open,x,,
C18762,A-7758874,14 December 2024,6053.422092822956,6085.64133565091,GBP,,DXB,ok,ok,,Y24,,,,,
C96758,A-5109264,08/12/2024,not available,10536.7620104991,SAR,CANCELLED,RAK,,,,Y24,m12,CANCELLED,,,
C69287,A-9114756,2024-12-16,,18417.52,USD,In Review,RAK,,,,,m12,In Review,,,
,A-3891526,10/12/2024,6975.004015844086,"6,955.64",OMR,In Review,FJR,,,,,m12,In Review,,,
C37475,A-2571503,2024-12-27,"19,992.45",19992.45,SAR,CANCELLED,AUH,ok,ok,,Y24,,CANCELLED,,,
C22111,A-9067358,17/12/2024,1846.265170998176,1863.52,usd ,Open,RAK,needs review,needs review,junk,0,,Open,,,
C52640,A-7648806,32/13/2023,18195.22729849688,18151.81675998006,USD,Closed,  RAK,ملاحظة,ملاحظة,junk,0,81,Closed,,,
C59864,A-4070624,Dec-02-24,20499.62,,OMR,CANCELLED,RAK,ملاحظة,ملاحظة,,0,72,CANCELLED,,,
,A/34958,26/12/2024,(7192.42),7192.42,EUR,CANCELLED,AAN,ok,ok,,Y24,,CANCELLED,,x,
C88550,A-1480479,27/12/2024,5752.540393601938,5788.03,EUR,Closed,SHJ,ok,ok,,1,68,Closed,,,
C16614,A-9001324,2024-12-10,,,GBP,,AUH,,,junk,Y24,,,,,
C46699,A-4613528,2024-12-26,15543.4,15543.4,USD,Open,AAN,!!!,!!!,,0,m12,Open,,,
C63815,A-9109904,Dec-05-24,198.42,198.42,EUR,Open,SHJ,,,,,,Open,,,
C83338,A-1631384,12 December 2024,14314.79,(14291.96),GBP,Pending,SHJ,ok,ok,,,86,Pending,,,
C41839,A/29955,2024-12-17,7364.186379044666,7411.9,sar ,Open,SHJ,ok,ok,junk,0,,Open,,,x
C99265,A-6116426,2024-12-17,21569.98,21569.98,OMR,,AAN,,,,Y24,m12,,x,,
C82935,A-2467582,2024-12-20 00:00:00,,,USD,,FJR,,,,,m12,,,,
C59307,A-6707384,2024-12-23,"19,068.90",19068.9,EUR,CANCELLED,SHJ,,,,Y24,86,CANCELLED,,,
C38377,A-3217345,04/12/2024,(5436.61),-5436.61,GBP,,RAK,needs review,needs review,,Y24,,,,x,
C68841,A/61869,2024-12-05 00:00:00,-4070.753748764491,-4026.023104497167,AED,In Review,SHJ,,,,,m12,In Review,,,
C60401,A-1027958,2024-12-09,18332.87069092928,not available,EUR,,FJR,ok,ok,,,m12,,x,,
C62441,A-8505856,2024-12-26,-5506.714114766699,-5554.348843660004,USD,Open,SHJ,ok,ok,,Y24,m12,Open,,,
,A-5378362,2024-12-08,-2914.1303058209364,-2906.94,EUR,Open,SHJ,,,,Y24,m12,Open,,,
C14028,A-4101369,2024-12-16,20993.2285254613,20957.98,GBP,CANCELLED,RAK,!!!,!!!,,1,m12,CANCELLED,,,
,A-8383643,2024-12-01 00:00:00,(21040.11),21001.38455696858,OMR,,AAN,ok,ok,,Y24,m12,,,,
C75155,A-1632728,2024-12-09,,(3824.62),USD,Open,  SHJ,ok,ok,,Y24,m12,Open,,,
C73315,A/20023,Dec-26-24,8189.93,(8226.98),USD,Closed,DXB,needs review,needs review,,,m12,Closed,,,
C50811,A-9301430,2024-12-16,(25824.39),,USD,,UAQ,,,junk,Y24,m12,,x,,
C23891,A-5300950,,1053.11,(1066.87),SAR,Open,FJR,,,,Y24,41,Open,,,
C51141,A-5361061,,5684.54,5684.54,OMR,Pending,RAK,needs review,needs review,,,,Pending,,,x
C50824,A-1186765,32/13/2023,,26962.977747915684,usd ,Closed,AAN,,,,0,m12,Closed,,,
C12113,A-7835503,01 December 2024,8498.253445422288,"8,543.22",SAR,Closed,RAK,ok,ok,,Y24,66,Closed,,,x
C34955,A-3432319,2024-12-21,-5626.42,,sar ,Open,DXB,!!!,!!!,,Y24,,Open,,,x
C79429,A/23726,2024-12-05,6007.824601993214,6042.73,SAR,In Review,UAQ,needs review,needs review,,0,m12,In Review,,,
C17088,A-6130595,32/13/2023,"23,581.53",23549.07,EUR,,FJR,ملاحظة,ملاحظة,,1,,,,,x
C96822,A-8130995,32/13/2023,163.1,163.1,OMR,Open,AUH,,,,1,50,Open,,,
C41046,A-1614338,2024-12-13,16927.64454321791,16873.05090653788,EUR,Pending,AUH,ok,ok,,Y24,m12,Pending,x,,
C69247,A-5999622,25/12/2024,24526.69,,OMR,Open,RAK,!!!,!!!,junk,Y24,,Open,,,x
C70636,A-4490620,2024-12-12,14281.78,14281.78,EUR,In Review,FJR,,,,Y24,m12,In Review,x,,
,A-7064846,21 December 2024,14564.085908830646,14581.43,GBP,Closed,RAK,needs review,needs review,,Y24,m12,Closed,,,
C51274,A-4594489,2024-12-11,842.8795195855574,878.0877392806019,OMR,Pending,FJR,,,,1,45,Pending,,,
C95542,A-2363919,11 December 2024,-5781.141829038294,-5826.01,GBP,Open,FJR,ok,ok,,Y24,70,Open,,,
C41610,A-7361671,01/12/2024,,9767.36,EUR,In Review,AUH,ok,ok,,Y24,m12,In Review,,,
C77304,A-4371973,Dec-19-24,"8,184.46",8198.24858856064,AED,In Review,  UAQ,ok,ok,,Y24,40,In Review,,,
,A-4044112,2024-12-26,22062.32346480021,22062.36017221245,OMR,Open,FJR,ok,ok,,,,Open,,,
C14059,A-4070143,Dec-17-24,"28,410.52",28404.16565605332,sar ,In Review,AUH,ok,ok,,Y24,,In Review,,x,
C80289,A-3446937,2024-12-23,896.2998425490806,869.04,OMR,Closed,AAN,ok,ok,,,,Closed,,,
C45726,A-6978334,Dec-05-24,,(10942.60),SAR,Pending,DXB,ok,ok,junk,1,m12,Pending,,,
C74946,A-7096927,2024-12-27,9212.68,,USD,Open,SHJ,,,,,38,Open,,,
,A/75537,32/13/2023,8511.685293360426,(8544.08),USD,,DXB,,,junk,,m12,,,,
C29610,A-9133701,2024-12-19 00:00:00,25193.371334541265,25233.72,EUR,CANCELLED,UAQ,ملاحظة,ملاحظة,,Y24,,CANCELLED,,,x
C71766,A-3741209,2024-12-08,"-5,153.90",-5146.86,aed ,Closed,SHJ,,,,Y24,,Closed,,,x
C30241,A-5276366,2024-12-12,10264.32378984334,10255.71935507073,GBP,Pending,  AAN,,,,Y24,m12,Pending,,x,
C24628,A/76284,2024-12-03 00:00:00,"7,039.08",7039.08,SAR,Closed,FJR,,,,0,,Closed,,,
C76031,A-4380964,2024-12-10 00:00:00,,9886.800873464574,USD,Open,UAQ,needs review,needs review,,,59,Open,,,
C12940,A-2727502,2024-12-12,10662.94,,GBP,,UAQ,needs review,needs review,junk,Y24,m12,,,,
C80254,A-8607604,02 December 2024,13525.44501428932,13598.537389529372,AED,Open,DXB,ok,ok,,,10,Open,,,
C90222,A-3871452,2024-12-26,24874.25925497457,24834.31736603125,EUR,Pending,DXB,ok,ok,,,m12,Pending,,,
C87150,A-3828180,07 December 2024,"16,741.93","16,741.93",AED,CANCELLED,  AAN,,,,,59,CANCELLED,,,
C46398,A-1134428,01 December 2024,26071.42,,USD,Closed,AUH,,,,Y24,m12,Closed,,,
