IDs,IDs,Dates,Amounts,Amounts,Meta,Meta,Meta,Meta,Meta,Meta,Meta,Meta,Meta,Meta,Meta
,A/99176,2022-08-23,15317.97,15317.97,eur ,Closed,FJR,!!!,!!!,,0,m8,!!!,,
C19469,A-1410741,32/13/2023,,,usd ,Pending,AUH,ok,ok,junk,,m8,ok,,
C62768,A-8181286,32/13/2023,21986.4,21986.4,USD,Closed,RAK,ok,ok,,,m8,ok,,x
C64899,A-9117086,Aug-17-22,8269.55235702725,8265.13,USD,CANCELLED,AAN,needs review,needs review,,Y22,m8,needs review,,
C20421,A-7425176,0000-00-00,,12665.82,eur ,Open,AAN,needs review,needs review,,Y22,,needs review,,
C79905,A-2167395,Aug-24-22,11625.06,11625.06,AED,In Review,UAQ,ok,ok,junk,,90,ok,,x
C11000,A-4150385,2022-08-15,"9,558.88",,GBP,,AAN,,,,0,m8,,,
C89736,A/23174,Aug-24-22,-3062.390873467655,,EUR,Pending,SHJ,,,,1,,,,
C84580,A/56957,2022-08-11,16020.42,"16,020.42",GBP,,DXB,,,,Y22,m8,,,
,A-8140005,2022-08-15,"24,364.88",(24364.88),USD,Closed,AUH,needs review,needs review,junk,,,needs review,,
C80188,A-2759631,25/08/2022,-6645.0,-6645,OMR,CANCELLED,SHJ,ملاحظة,ملاحظة,,Y22,m8,ملاحظة,,x
C82918,A/9675,2022-08-12,,7636.526543199103,SAR,Pending,AAN,,,,Y22,29,,,
C90528,A-7083043,11/08/2022,not available,"15,825.81",USD,In Review,FJR,ok,ok,,Y22,m8,ok,,
C92472,A-6196188,32/13/2023,"29,676.32",29676.32,SAR,Closed,FJR,needs review,needs review,,Y22,33,needs review,,x
,A-2909859,Aug-14-22,,20924.65086281234,GBP,CANCELLED,UAQ,needs review,needs review,,Y22,m8,needs review,,
,,2022-08-12,,4455.9,AED,Open,  FJR,ملاحظة,ملاحظة,,Y22,m8,ملاحظة,,
C97521,A-3657748,2022-08-01,29346.58,29346.58,USD,Open,AAN,needs review,needs review,,Y22,m8,needs review,,
C72877,A-7554846,2022-08-20,(110.59),158.23,GBP,Closed,UAQ,ok,ok,,Y22,m8,ok,,
C77755,A-7401629,2022-08-15 00:00:00,-7987.18,-7987.18,SAR,CANCELLED,  AUH,ok,ok,,,,ok,,
C81991,A-3003297,2022-08-22 00:00:00,2140.16,(2140.16),OMR,CANCELLED,SHJ,needs review,needs review,junk,,m8,needs review,,
,A-9417437,Aug-25-22,,19099.54877057266,OMR,,DXB,needs review,needs review,,,,needs review,x,
C13660,A-6227153,25/08/2022,1149.31,1149.31,GBP,CANCELLED,AUH,!!!,!!!,,Y22,m8,!!!,,
C41289,A-8352029,16/08/2022,27118.22614239787,27102.5,SAR,,RAK,needs review,needs review,,Y22,56,needs review,x,
C70154,A/5341,Aug-27-22,"1,265.20",1260.5924108441727,EUR,,DXB,ok,ok,,0,m8,ok,,
C81710,A-7011857,32/13/2023,(25526.13),25493.50897918294,OMR,Pending,AAN,ok,ok,junk,,66,ok,,
C54104,A/36622,2022-08-18 00:00:00,,21750.56,AED,Open,  FJR,ملاحظة,ملاحظة,,1,m8,ملاحظة,,
C67592,A-1454143,02/08/2022,18278.33878990275,(18273.41),OMR,Open,SHJ,,,junk,,,,x,
C69926,A/78604,32/13/2023,14409.94,14392.09882253191,USD,In Review,FJR,needs review,needs review,,0,m8,needs review,,
C33538,A-9535612,2022-08-08,,16225.06,GBP,In Review,FJR,,,,Y22,m8,,,
C55592,A-5602241,19 August 2022,11181.82,11181.82,SAR,Pending,RAK,,,junk,,m8,,,
C30176,A-3474407,Aug-02-22,,-5130.13,GBP,,UAQ,ok,ok,,Y22,m8,ok,,
C81899,,32/13/2023,-3556.577042027125,-3523.06,OMR,Pending,SHJ,ok,ok,,Y22,m8,ok,,
C39354,A-3993174,23 August 2022,18751.32,,OMR,Pending,AUH,ok,ok,,Y22,,ok,,
C77687,A-5963827,2022-08-15,,29209.73,AED,Pending,AUH,ok,ok,,Y22,m8,ok,,
C16941,A-8715007,27/08/2022,6777.75,6777.75,GBP,Pending,UAQ,,,,Y22,,,x,
C45774,A-9395558,Aug-07-22,11692.23,11642.3292835377,USD,Pending,FJR,ok,ok,,Y22,35,ok,,
C60947,A-3256287,2022-08-14,3234.11,not available,EUR,Open,FJR,,,,,,,x,
C18278,A-5280485,Aug-03-22,3767.92,3767.92,GBP,CANCELLED,AAN,ملاحظة,ملاحظة,junk,1,m8,ملاحظة,x,
C58624,A-6264746,2022-08-09,7705.27,,OMR,Open,UAQ,,,,,,,,
,A-2799800,32/13/2023,15356.33,,GBP,,AAN,,,junk,,,,,
C39714,A-9337516,22 August 2022,-6003.623202379044,-6027.44,EUR,,DXB,,,,0,24,,,x
C41373,A-5103250,04/08/2022,15087.95,,GBP,Closed,SHJ,ok,ok,junk,Y22,,ok,,
C14949,A-8939072,07/08/2022,9639.99,"9,639.99",OMR,In Review,AUH,,,,Y22,m8,,,
C15504,A-4492786,2022-08-10,26718.25,26718.25,OMR,CANCELLED,FJR,ok,ok,,,,ok,,
C16574,A/87969,03/08/2022,"14,078.31",,OMR,,RAK,!!!,!!!,,1,,!!!,x,
C99458,A-1320096,2022-08-28,"-1,243.43","-1,268.37",SAR,,RAK,,,,,m8,,,
C25798,A-9884292,Aug-16-22,28714.3053725846,28723.77,sar ,,AAN,ok,ok,,,,ok,,
C42106,A-1355446,Aug-05-22,16225.75462312685,,AED,CANCELLED,RAK,,,,,,,,x
C88503,A-7172316,Aug-05-22,-864.12,-901.2159546442099,GBP,Pending,FJR,ملاحظة,ملاحظة,,Y22,,ملاحظة,,
C67886,A-7842311,2022-08-13,24403.62,24437.82618463039,EUR,In Review,AAN,ok,ok,,,16,ok,,
C83855,A-9438560,2022-08-07,,-602.62,SAR,In Review,SHJ,,,junk,Y22,m8,,,
C71491,A-2043824,Aug-01-22,29996.49,(29996.49),OMR,Open,DXB,ملاحظة,ملاحظة,,0,m8,ملاحظة,,
C94897,A-1930756,2022-08-16,15599.43,15599.43,USD,Open,DXB,ok,ok,,Y22,m8,ok,,
C81360,A/26296,Aug-10-22,(13715.18),13675.596236483369,AED,Closed,RAK,,,,Y22,99,,,x
C35852,A-2703283,15/08/2022,15839.01,,GBP,Closed,DXB,needs review,needs review,,,53,needs review,,
C54083,A-7605153,2022-08-12,-4040.188253325699,-4023.83,AED,Pending,AAN,needs review,needs review,,1,,needs review,x,x
C91192,A-1260852,2022-08-23,-4786.69,-4754.215096858377,OMR,,AUH,!!!,!!!,,1,m8,!!!,,
C94288,A-9124557,2022-08-09,"-4,317.28",-4317.28,SAR,,AAN,ok,ok,,1,m8,ok,,
C20884,A-8864473,2022-08-23,"19,162.48",19168.26,EUR,,FJR,ملاحظة,ملاحظة,,Y22,14,ملاحظة,,
C85029,A-7329125,05/08/2022,2995.85,(2995.85),SAR,Closed,FJR,!!!,!!!,,1,,!!!,,
,A-7243589,0000-00-00,-96.65,-96.65,SAR,Pending,RAK,ok,ok,,Y22,76,ok,,
C49290,A-8288938,32/13/2023,29735.33,29735.33,OMR,Closed,SHJ,ok,ok,,Y22,,ok,,
C26376,A-3054873,0000-00-00,8554.47,8554.47,USD,Open,  AUH,needs review,needs review,,,,needs review,,
,A-2175522,24/08/2022,(3870.55),-3917.71,GBP,In Review,FJR,ملاحظة,ملاحظة,,Y22,,ملاحظة,,
C95423,A-1153246,2022-08-20,9891.23,9891.23,SAR,Open,UAQ,needs review,needs review,,Y22,,needs review,,
C32677,A/27108,17/08/2022,"-1,686.74","-1,686.74",AED,Closed,UAQ,ملاحظة,ملاحظة,,1,m8,ملاحظة,,
C87380,A-1319447,Aug-20-22,17646.17,"17,682.62",AED,Pending,FJR,needs review,needs review,,Y22,15,needs review,,
C64363,A-5275177,32/13/2023,"-3,973.56",not available,SAR,In Review,SHJ,needs review,needs review,,,98,needs review,,
C67794,A-4579814,32/13/2023,21486.34108843931,(21471.31),USD,In Review,AAN,ok,ok,,,75,ok,,
C68457,A/84513,2022-08-27,-3083.8249454868987,"-3,142.27",EUR,Open,RAK,,,,Y22,m8,,,
C35320,A-2385208,Aug-21-22,23957.6206805044,,GBP,,AAN,,,,Y22,m8,,,
C99485,A-8900244,2022-08-20 00:00:00,"22,186.41","22,186.41",EUR,In Review,FJR,ok,ok,,,m8,ok,,x
C23280,A-8627898,24 August 2022,8667.758279216901,8700.28,OMR,,FJR,needs review,needs review,,Y22,11,needs review,,x
C95220,A-4421507,24/08/2022,,,SAR,,FJR,ok,ok,,1,,ok,,
C58438,A-7311173,2022-08-22 00:00:00,,13016.88596542598,SAR,In Review,AUH,ok,ok,,Y22,42,ok,,
C10767,A-3467961,2022-08-06,-3978.65,-3978.65,SAR,Closed,DXB,ok,ok,,Y22,m8,ok,,x
C16374,A-1751781,2022-08-12 00:00:00,,"-4,111.89",EUR,Pending,AAN,needs review,needs review,,,,needs review,,
C17414,A-5272796,2022-08-14,"8,469.68",8469.68,USD,CANCELLED,SHJ,,,,,m8,,,x
C90063,A/49505,Aug-15-22,,853.75,USD,,  DXB,ok,ok,,1,m8,ok,,
C48249,A-8807635,32/13/2023,3129.1,3133.275926960178,USD,Open,  SHJ,!!!,!!!,,,,!!!,,
C53071,A-3745272,Aug-12-22,,2322.604670873313,EUR,Pending,FJR,ملاحظة,ملاحظة,,Y22,m8,ملاحظة,x,
C50215,A-8548557,10 August 2022,"11,047.43","11,047.43",EUR,In Review,SHJ,needs review,needs review,,Y22,m8,needs review,,
,A-7232648,32/13/2023,,6444.184546271893,SAR,Open,SHJ,ok,ok,,Y22,m8,ok,,
C78327,A-6138365,14 August 2022,13726.96345119045,(13737.03),OMR,Closed,AUH,ملاحظة,ملاحظة,,Y22,m8,ملاحظة,,
C22829,A-6754955,,-4137.233224533885,-4108.25,SAR,In Review,AUH,needs review,needs review,,0,,needs review,,
--- HEADER REPEATED BELOW (PAGINATION) ---,,,,,,,,,,,,,,,
_buyer_id__,ACC_KEY, Date  ,NET_VALUE,NET_VALUE,ISO_CURR,STATE !!, area  ,ops_comment, memo  ,,YEAR_ADDED_2022, new_col_202208 ,commentary,mystery_2022_08_58,mystery_2022_08_42
C71042,A-2887959,2022-08-11,"16,915.83",16896.16,GBP,,SHJ,ملاحظة,ملاحظة,,Y22,m8,ملاحظة,,
,A-5468577,2022-08-10,-7518.067911815529,-7509.45,GBP,Closed,SHJ,ok,ok,,,m8,ok,,
,A-3151404,,14141.59495982056,14104.73,USD,Pending,AUH,needs review,needs review,,Y22,m8,needs review,x,
C80934,A-1940350,24/08/2022,-6744.24,,OMR,CANCELLED,RAK,ok,ok,junk,0,m8,ok,,
C94070,A-7457520,14/08/2022,2050.38,(2050.38),GBP,In Review,FJR,ملاحظة,ملاحظة,,Y22,m8,ملاحظة,,
,A-5632486,2022-08-09 00:00:00,"-3,963.10",-3992.587787486662,USD,Pending,AAN,ملاحظة,ملاحظة,,,m8,ملاحظة,,
C69657,A-6449308,2022-08-08 00:00:00,not available,14345.13,EUR,Pending,RAK,!!!,!!!,,,m8,!!!,,
C35895,A-2307202,32/13/2023,23515.90393656512,,EUR,,DXB,needs review,needs review,,Y22,,needs review,,x
C87331,A-2793713,2022-08-19 00:00:00,25624.8311909951,25606.53861960497,AED,Open,DXB,ok,ok,,Y22,m8,ok,,
,A-9785228,12 August 2022,24743.09009626813,24761.87,SAR,,RAK,ok,ok,,Y22,,ok,,
C84471,A-4572362,21 August 2022,49.79,49.79,GBP,,UAQ,ok,ok,,Y22,,ok,,x
C49682,A-8085853,2022-08-21 00:00:00,,,OMR,,RAK,needs review,needs review,,Y22,m8,needs review,,
C91134,A-2398697,32/13/2023,"-2,364.26",-2364.26,OMR,Open,SHJ,,,,Y22,m8,,,
C66743,A-6605276,Aug-06-22,-4957.36,-4957.36,USD,In Review,  DXB,,,,1,m8,,,
C63154,A-6299663,11/08/2022,not available,(5051.98),GBP,Open,UAQ,needs review,needs review,,,m8,needs review,,
C30848,A-1152165,2022-08-21,5992.08,,SAR,Open,DXB,,,,,16,,x,
C76768,A-7922486,03 August 2022,-5263.78,-5263.78,OMR,Pending,DXB,ok,ok,,1,m8,ok,x,
C73862,A-2378624,32/13/2023,11602.28,"11,602.28",EUR,Closed,FJR,ok,ok,,Y22,60,ok,,
C40820,A-5858158,Aug-26-22,-234.71,,USD,Pending,AAN,,,,,81,,,
C47452,A-2013156,2022-08-09,23954.95,23988.14507416735,EUR,In Review,FJR,,,,0,,,,x
,A-6877581,2022-08-25,(23905.60),23880.70867510771,USD,CANCELLED,FJR,ok,ok,,,,ok,,
C67957,A-4316428,32/13/2023,-3856.66,-3883.881682303577,OMR,Pending,UAQ,needs review,needs review,,Y22,m8,needs review,,
C14390,A-5855313,Aug-25-22,22421.30296129993,,OMR,Closed,FJR,,,,Y22,29,,,
C88420,A-4615310,2022-08-25,20867.96,20867.96,EUR,CANCELLED,UAQ,,,,Y22,97,,,
C14601,A/52760,07/08/2022,-1067.46,-1067.46,USD,Open,RAK,needs review,needs review,,,76,needs review,,
C91395,A-2011520,11 August 2022,15189.60109712931,15174.67,AED,Pending,SHJ,ملاحظة,ملاحظة,,1,m8,ملاحظة,,
C31649,A-1280638,2022-08-03,(19981.61),19950.30140053297,GBP,CANCELLED,UAQ,!!!,!!!,,0,,!!!,,x
C66472,A-9373979,25/08/2022,"-6,726.74",-6810.384200646597,AED,,FJR,ok,ok,,0,m8,ok,x,
,A/32944,Aug-17-22,17378.29,17378.29,AED,Closed,RAK,ملاحظة,ملاحظة,,1,m8,ملاحظة,,
C11140,A-7336739,17 August 2022,,,SAR,In Review,SHJ,,,,,m8,,,
C24472,A-3110631,32/13/2023,"14,694.13",14685.92433426718,AED,Pending,SHJ,needs review,needs review,,Y22,,needs review,,
C23266,A-3683404,12/08/2022,,(24953.23),AED,Open,AUH,,,,Y22,m8,,,
C78831,A-9010890,17 August 2022,-7003.26,-6978.516303914172,GBP,,FJR,ok,ok,,,m8,ok,,
C77709,A-4589580,14/08/2022,,-1354.04,AED,Open,SHJ,,,,Y22,m8,,,
,A-2917231,2022-08-19,89.9,,EUR,Open,RAK,ok,ok,,Y22,m8,ok,,
C84098,A-9964778,2022-08-11,-5896.38,,SAR,Open,FJR,needs review,needs review,,0,m8,needs review,,
C81712,A-9592789,2022-08-23,-4538.02,"-4,538.02",AED,Open,AAN,ok,ok,,Y22,,ok,,
C29502,A-7041938,08 August 2022,not available,(12697.66),SAR,,AUH,,,,0,,,,
C49113,A-9736454,Aug-21-22,3522.67,3522.67,USD,Pending,AUH,,,,Y22,,,,x
C46991,A-4498503,Aug-22-22,4584.126254735541,4579.510334909228,USD,,AUH,ملاحظة,ملاحظة,,,,ملاحظة,x,
C23042,A-3045583,0000-00-00,(24263.57),24263.57,AED,CANCELLED,FJR,ok,ok,,Y22,m8,ok,,
,A-1411933,12/08/2022,1657.77,(1657.77),OMR,In Review,AAN,ملاحظة,ملاحظة,,Y22,,ملاحظة,,
C86404,A-6635452,11 August 2022,"24,766.06",not available,USD,Closed,AUH,ملاحظة,ملاحظة,,1,85,ملاحظة,,
C76715,A-7585827,2022-08-27,15124.42,"15,156.38",EUR,Open,AUH,ok,ok,,Y22,87,ok,,
C96068,A-3468323,2022-08-13,166.21,166.21,USD,Pending,FJR,!!!,!!!,,Y22,,!!!,,
C34490,A-3421134,10/08/2022,8970.055644046422,8988.1,GBP,Open,DXB,,,,Y22,,,,
C99475,A-1099453,05 August 2022,3036.15,"3,036.15",USD,Pending,DXB,needs review,needs review,,,48,needs review,,
C10022,A-3313996,Aug-01-22,1214.01034372211,1251.4,EUR,,AUH,ok,ok,,Y22,,ok,,
,A-8600306,2022-08-18,17252.18,17252.18,gbp ,,AAN,ok,ok,junk,1,,ok,,
C69225,A-7338334,10 August 2022,-4486.43,-4486.43,AED,,RAK,!!!,!!!,junk,Y22,m8,!!!,,
,A-5618033,Aug-17-22,,23751.47,USD,Closed,FJR,,,junk,0,42,,,
C55097,,15 August 2022,(2371.09),-2371.09,USD,Open,UAQ,ok,ok,,1,,ok,,
C97438,A-8383262,Aug-15-22,10023.9,10002.206376547181,SAR,In Review,AAN,needs review,needs review,,Y22,m8,needs review,,
,A-4141755,Aug-26-22,"18,804.73",18771.27,USD,,UAQ,ok,ok,,,m8,ok,,
,A-6495451,Aug-10-22,-5925.99,-5925.99,GBP,Pending,AAN,ok,ok,,Y22,m8,ok,,
,A-4271645,Aug-18-22,,17103.22,usd ,,RAK,,,,Y22,,,,
C88868,A-3272201,Aug-13-22,,9307.753539304536,GBP,,  RAK,,,,Y22,m8,,,
C42192,A-8475117,2022-08-25,,(15085.59),SAR,CANCELLED,RAK,ok,ok,,Y22,,ok,,
C24966,A-9158540,32/13/2023,,(26597.66),AED,In Review,DXB,ok,ok,,Y22,m8,ok,,
C79453,A/52446,32/13/2023,(2754.97),-2752.436033055742,SAR,,DXB,ok,ok,,1,88,ok,,
C54282,A-7738343,2022-08-09,-7697.78,"-7,697.78",GBP,Closed,AUH,,,,Y22,80,,,
C77188,A-5113983,2022-08-20,4358.71,4358.71,SAR,CANCELLED,DXB,!!!,!!!,,0,73,!!!,,
C75956,A-1765387,Aug-17-22,21783.38,"21,807.93",OMR,Open,FJR,needs review,needs review,,0,67,needs review,,
C73280,A-5460532,32/13/2023,5494.42,(5445.55),OMR,Open,DXB,ok,ok,,Y22,m8,ok,,
C13759,A-4616170,2022-08-16,-6468.96,-6468.96,USD,,AUH,,,,,32,,,
C28567,A/73230,2022-08-22,-6164.67,"-6,164.67",SAR,Open,FJR,needs review,needs review,,,,needs review,,
C70220,,Aug-09-22,15996.03,15960.89060052662,GBP,In Review,FJR,,,,,,,,
C77981,A-5748749,26 August 2022,-844.19,-844.19,OMR,Closed,  SHJ,ok,ok,,Y22,13,ok,,
C75284,A/6661,2022-08-02,12824.34,(12824.34),USD,Closed,RAK,needs review,needs review,,,37,needs review,,
C13991,A-4469700,2022-08-12,26727.16,26727.16,USD,,AUH,needs review,needs review,,,15,needs review,,
C91144,A-4010045,08 August 2022,,(3067.55),USD,CANCELLED,AUH,ok,ok,junk,,,ok,,
C67447,A/31428,Aug-03-22,(3650.93),3650.93,AED,,AUH,!!!,!!!,,,m8,!!!,,
C77322,A-6227195,21 August 2022,"-3,312.90",-3312.9,USD,Open,FJR,,,junk,,69,,,
C74405,A-6464086,2022-08-12 00:00:00,21976.62,21976.62,EUR,Pending,DXB,needs review,needs review,,,,needs review,,
C92761,A-1493999,2022-08-10,11292.95,11299.348160364752,EUR,Pending,AAN,ملاحظة,ملاحظة,junk,Y22,,ملاحظة,,
,A-4845736,32/13/2023,(910.53),,OMR,Closed,AUH,,,,,m8,,,
C19721,A-5985178,2022-08-22,,,OMR,,FJR,needs review,needs review,,0,93,needs review,x,
C92478,A-5001289,32/13/2023,3248.0171738777976,3240.9530088623706,EUR,In Review,UAQ,!!!,!!!,,0,m8,!!!,,
C56513,A-6562118,2022-08-19,5099.88,,OMR,Closed,SHJ,ok,ok,,Y22,23,ok,,
C42284,A-9613596,03/08/2022,26450.65,(26495.52),OMR,Closed,UAQ,,,junk,0,36,,,
C84020,A-1687814,2022-08-10,15338.93,15338.93,SAR,,AUH,needs review,needs review,,Y22,60,needs review,x,
C24931,A/17708,0000-00-00,-2965.77,-2965.77,AED,Pending,  DXB,ok,ok,,Y22,m8,ok,,
C24766,A-1266545,0000-00-00,"22,236.23",22261.4948162084,OMR,In Review,FJR,,,,,,,,
C31179,A-2986107,Aug-28-22,-4538.941166443111,"-4,599.07",SAR,Open,SHJ,ملاحظة,ملاحظة,,,13,ملاحظة,,
C24726,A-3426576,2022-08-03,4579.46,4579.46,AED,In Review,FJR,!!!,!!!,,0,m8,!!!,,
C29692,A-5060466,13/08/2022,,,AED,Pending,SHJ,needs review,needs review,,1,,needs review,,
C47989,A/66381,10 August 2022,,(2754.07),SAR,Pending,AUH,,,,Y22,76,,,
C66876,A/83558,25 August 2022,25616.02963915867,,SAR,CANCELLED,DXB,,,,,m8,,x,
C95138,A-6836454,26/08/2022,12238.212267572697,12250.66,AED,Closed,AUH,ok,ok,,,66,ok,,
C18485,A-2118985,32/13/2023,5923.67,not available,GBP,In Review,DXB,,,,Y22,,,,
C41072,A/87379,06/08/2022,15427.38,,EUR,In Review,SHJ,,,,0,m8,,,
C53898,,Aug-10-22,-1229.58,not available,SAR,Closed,DXB,ملاحظة,ملاحظة,,,,ملاحظة,,
,A-8703941,2022-08-15 00:00:00,18459.06,not available,SAR,,UAQ,ok,ok,,,56,ok,,
C34151,A-3081317,Aug-28-22,,,EUR,,UAQ,needs review,needs review,,1,m8,needs review,,
C39813,A-5187878,2022-08-25 00:00:00,6512.72,6512.72,GBP,Closed,AUH,ok,ok,,Y22,49,ok,,
,A-1387066,2022-08-18,(539.91),,USD,CANCELLED,  AUH,,,,Y22,m8,,x,x
,A-8367547,2022-08-14,not available,18480.88,SAR,,RAK,ok,ok,,Y22,m8,ok,,
C61212,A-4349481,Aug-14-22,not available,2329.86,SAR,Open,AAN,,,,Y22,,,,
C10334,A/26746,2022-08-13 00:00:00,"14,601.39",14601.39,GBP,CANCELLED,UAQ,ok,ok,,Y22,m8,ok,x,
C13373,A-6442778,20/08/2022,"-4,153.47",-4153.47,SAR,Open,FJR,,,,1,,,,
C83331,A-3221126,13/08/2022,889.97,875.6782757989811,OMR,Pending,AUH,ok,ok,,0,m8,ok,,
C75112,A-5820627,19 August 2022,-4427.91821268871,-4437.23,SAR,,AAN,needs review,needs review,,,,needs review,,x
C59909,A-4906415,32/13/2023,24303.14,24279.62525749872,OMR,,AAN,ok,ok,,,,ok,,
C86756,A-3142432,10/08/2022,18558.616274144897,"18,536.15",OMR,In Review,RAK,,,,Y22,m8,,,
,,Aug-01-22,18378.9,18378.9,sar ,,RAK,ok,ok,,Y22,84,ok,,
C20419,A-4203350,2022-08-05,(1638.05),1623.356153564883,SAR,CANCELLED,AAN,ok,ok,,,m8,ok,,
C20875,A-4916984,2022-08-21,20353.70413919257,20329.79585334207,GBP,Pending,FJR,ok,ok,,,m8,ok,,x
C71730,A/22487,Aug-14-22,4328.936780631479,4360.068503573022,OMR,CANCELLED,FJR,ok,ok,,,30,ok,,
C14769,A-3717523,32/13/2023,21974.33516954905,21994.96,AED,,AAN,ok,ok,junk,0,29,ok,,
