,A-1089258,2022-11-09,27357.42,27357.42,AED,CANCELLED,SHJ,!!!,!!!,,Y22,m11,SHJ,,x,
C48333,A-1835551,2022-11-28,26499.3,26499.3,SAR,Closed,AAN,,,,Y22,m11,  AAN,,x,
C85804,A-1852554,19/11/2022,15834.23,not available,OMR,,SHJ,ملاحظة,ملاحظة,junk,Y22,11,SHJ,x,,
C80836,A-8294044,2022-11-26,"27,645.73",,AED,,AAN,needs review,needs review,,Y22,82,AAN,,,
C67390,A-5694990,32/13/2023,,21156.35,AED,In Review,SHJ,ok,ok,junk,Y22,34,SHJ,,x,
,A-2960643,2022-11-19,20696.13590410029,20688.32,SAR,Closed,RAK,!!!,!!!,,Y22,m11,RAK,x,,
C51409,A-4839007,Nov-05-22,,22955.02772515948,USD,,RAK,ok,ok,,1,,RAK,,,
C74223,A-7394697,32/13/2023,13977.79,13977.79,USD,Pending,DXB,,,,Y22,m11,DXB,,,
C84852,A-9675635,07 November 2022,27244.69,27244.69,AED,,AAN,ملاحظة,ملاحظة,,Y22,m11,AAN,,,
C43158,,0000-00-00,,9844.241101872414,GBP,CANCELLED,AAN,ok,ok,junk,Y22,m11,AAN,,,
C45061,A-8951997,32/13/2023,21087.902406121357,,GBP,Pending,AUH,ok,ok,,Y22,m11,AUH,,,
C80105,A/12354,2022-11-18 00:00:00,-4204.02,-4204.02,EUR,CANCELLED,SHJ,ok,ok,,Y22,12,SHJ,,,
,A-3502945,2022-11-10,3950.76,"3,950.76",AED,,SHJ,ok,ok,,,m11,SHJ,,x,
C52220,A-9555401,03/11/2022,12810.56,(12810.56),SAR,Open,FJR,ok,ok,,Y22,,FJR,x,,
C77496,A-2805493,Nov-27-22,not available,11253.38,AED,Pending,UAQ,,,,,,UAQ,x,,
C30901,A-6049585,2022-11-17,"14,979.94",,USD,In Review,AUH,,,,,87,  AUH,,,
,A-6257900,07/11/2022,,8066.14,SAR,CANCELLED,AAN,ok,ok,,Y22,m11,AAN,,,x
,A-6514801,21/11/2022,,"20,048.90",OMR,In Review,DXB,ok,ok,,1,60,DXB,,,
,A-9608329,28/11/2022,4896.28,(4896.28),OMR,Open,DXB,needs review,needs review,,,47,DXB,,,x
C45650,A-9160220,12/11/2022,23211.22039614707,23202.82,USD,Closed,UAQ,needs review,needs review,,Y22,m11,UAQ,,,
C79549,A-2525475,10/11/2022,,16040.79,AED,Open,UAQ,,,,,m11,UAQ,,,
C69624,A-2311041,16 November 2022,6414.71,6414.71,EUR,Open,RAK,,,junk,Y22,69,RAK,,,
,A-5928444,06/11/2022,27257.37,27235.53454126824,GBP,Pending,SHJ,ok,ok,,0,,SHJ,,,
C21645,A-7728029,32/13/2023,-3243.396509387712,-3292.759822819228,OMR,,UAQ,ok,ok,,Y22,m11,UAQ,,,
C89478,A/3246,2022-11-23,24023.8,24023.8,AED,CANCELLED,RAK,!!!,!!!,,Y22,m11,RAK,x,x,
C50581,A-6541820,2022-11-17,18489.73,18512.66446990005,OMR,Pending,UAQ,ok,ok,,Y22,89,  UAQ,,,
C48326,A-9234431,2022-11-11,,"18,123.90",SAR,Pending,FJR,,,,1,,FJR,,x,
C73901,A-3751101,2022-11-03,-7429.78,,SAR,Closed,UAQ,ok,ok,junk,Y22,,UAQ,x,,
,A-4047717,13/11/2022,,,EUR,Closed,SHJ,ملاحظة,ملاحظة,,Y22,,SHJ,,,
C79848,A-4447445,03 November 2022,19523.864659226903,19541.0712863698,GBP,Closed,  AUH,needs review,needs review,,0,94,AUH,,,
C47779,A-4578817,Nov-16-22,3921.6114380514346,3936.16,SAR,Pending,AAN,ملاحظة,ملاحظة,,Y22,m11,AAN,,,
C96273,A-7914953,32/13/2023,-2786.91,-2786.91,GBP,Closed,DXB,ok,ok,junk,Y22,69,DXB,x,,
C60055,A/99096,2022-11-23 00:00:00,20483.18,20483.18,OMR,,  FJR,ok,ok,,,,FJR,,,
C80203,A-8148104,22/11/2022,2091.135753962024,2108.12,USD,CANCELLED,UAQ,!!!,!!!,,1,m11,UAQ,,,
C75623,A-9791875,26 November 2022,,23087.83,USD,Pending,RAK,!!!,!!!,,1,84,RAK,,,
C47768,A-8162372,2022-11-23,2814.986689991226,(2843.44),AED,CANCELLED,AAN,ok,ok,,0,,AAN,,,
C80679,A-9463812,20/11/2022,,12317.41,AED,,AAN,,,,0,39,AAN,,,
C17548,A-5864963,2022-11-15,not available,"26,153.49",AED,Pending,SHJ,ok,ok,,Y22,m11,SHJ,,,
C85311,A-1750893,13/11/2022,-6197.63,,GBP,Closed,DXB,ملاحظة,ملاحظة,,Y22,,DXB,,,
,A-3805132,2022-11-13,"6,929.60",,SAR,CANCELLED,FJR,needs review,needs review,,,74,FJR,,,
C29793,A-3797289,2022-11-05,13360.03,,sar ,,FJR,ok,ok,,Y22,m11,FJR,,,
C80616,,2022-11-12,29656.86,29656.86,USD,,RAK,ملاحظة,ملاحظة,,Y22,m11,RAK,,,
C34910,A-1435350,Nov-08-22,12425.22,12425.22,OMR,In Review,FJR,ok,ok,,Y22,m11,FJR,,,
C32002,A-8039261,Nov-12-22,,-2340.89,GBP,,RAK,!!!,!!!,,Y22,,RAK,,,
C10391,A-9402513,32/13/2023,-1584.72,-1600.27827930733,usd ,Closed,UAQ,needs review,needs review,junk,,43,UAQ,x,,
C85641,A-8072150,2022-11-14,-334.69,-379.5254523611388,GBP,,UAQ,ok,ok,,Y22,,UAQ,,x,
C29021,A-5859322,Nov-10-22,25192.12,25192.12,usd ,Pending,UAQ,ok,ok,,Y22,,UAQ,,,
C42482,A/58313,2022-11-13,"-2,480.34",-2470.18,AED,Closed,FJR,ok,ok,,0,,  FJR,,,
C64402,A-1863814,10 November 2022,(8210.55),"8,210.55",AED,In Review,UAQ,ملاحظة,ملاحظة,,Y22,,UAQ,,,
C62308,A-8036294,11 November 2022,1056.34,1056.34,SAR,In Review,  AAN,needs review,needs review,junk,,,AAN,,,
,A-6290490,,-6055.253414690255,-6067.53,SAR,Closed,RAK,ok,ok,,Y22,,  RAK,,,
C81257,A-9810051,2022-11-27,16534.73921456124,16490.15,OMR,CANCELLED,SHJ,ملاحظة,ملاحظة,,1,70,SHJ,x,,x
C15652,A-7871759,0000-00-00,not available,21853.6,omr ,,AAN,,,,,m11,AAN,,x,
C18059,A-2207609,2022-11-14,,not available,EUR,In Review,FJR,ok,ok,,1,m11,FJR,x,,
C70975,A-3411164,Nov-17-22,25312.81,25280.309477969196,GBP,Closed,  AUH,ok,ok,,Y22,68,AUH,,,
C18463,A-9355341,2022-11-27,3043.33,,OMR,In Review,AAN,ok,ok,junk,1,,AAN,,,
C16303,A/35812,Nov-14-22,,,GBP,CANCELLED,RAK,ok,ok,,Y22,m11,RAK,x,x,
C30585,A-6661665,03 November 2022,23920.11,23917.44644111999,GBP,Closed,RAK,,,,1,85,RAK,,,
C87497,A-1787194,Nov-14-22,,29748.3,USD,Open,AAN,!!!,!!!,,Y22,m11,AAN,,x,
,A-6316779,2022-11-27 00:00:00,-5267.66,-5277.185957658188,SAR,Closed,AAN,,,,Y22,,AAN,,,
C40114,A-2967265,01/11/2022,,19757.4,OMR,Closed,UAQ,needs review,needs review,,Y22,,UAQ,,,
C73223,A-7557475,2022-11-10,27276.21,27276.21,AED,,SHJ,ok,ok,,0,m11,SHJ,,,
C92755,A-8211895,25/11/2022,8478.255775627196,8465.014986615697,AED,In Review,  DXB,needs review,needs review,,,m11,DXB,,,
,A-2892033,2022-11-28,5631.937741660504,(5625.09),USD,,  AAN,,,,,m11,AAN,,,
C92377,A/56246,2022-11-25,,-3950.79,EUR,Pending,UAQ,,,,Y22,,UAQ,,,
C61198,A-9321758,2022-11-13,26392.59,26392.59,AED,In Review,DXB,,,,Y22,m11,DXB,,,
C15507,A-6541201,2022-11-19,-453.20,-453.2,SAR,In Review,FJR,ملاحظة,ملاحظة,,Y22,m11,  FJR,,,
C54208,A-4737629,32/13/2023,,7934.382172476268,AED,Closed,UAQ,ok,ok,,0,38,UAQ,,,
C96613,A-4972015,32/13/2023,,14699.79,SAR,,  RAK,!!!,!!!,,,,RAK,,,
C29020,A-1824672,2022-11-18 00:00:00,-7977.284992672766,-7978.23,EUR,,RAK,needs review,needs review,,1,m11,  RAK,,,
C28290,A-1881808,2022-11-24,(11508.75),11518.9,SAR,Pending,DXB,,,,Y22,,  DXB,,,
C47397,A-7252360,2022-11-24,,3332,SAR,Closed,SHJ,ok,ok,,0,,  SHJ,,x,
C19127,A-2317026,2022-11-11 00:00:00,18119.08,18165.05427287,GBP,In Review,FJR,,,,Y22,m11,FJR,,,
C87981,A-7512596,2022-11-25,not available,10132.17,USD,,SHJ,ok,ok,,Y22,32,SHJ,x,,
,A-3212809,Nov-16-22,8901.83,8901.83,EUR,In Review,AUH,ok,ok,junk,Y22,29,AUH,,,
C84084,A-3548948,2022-11-07,29399.08,29399.08,EUR,,FJR,needs review,needs review,,1,m11,FJR,,,
C86945,A-7280104,28/11/2022,9186.10790975213,9225.46,OMR,Open,AUH,,,,Y22,,AUH,,x,
C26745,A-9348449,Nov-14-22,(6089.71),-6089.71,USD,CANCELLED,  SHJ,!!!,!!!,,Y22,m11,SHJ,,,
C38538,A-6971028,2022-11-12,(5456.45),-5456.45,EUR,In Review,UAQ,ok,ok,,1,m11,UAQ,,,
C40717,A-1055092,Nov-06-22,12793.31,12793.31,USD,,FJR,,,,Y22,m11,FJR,,,
C41534,A-8237446,2022-11-12,23823.72,23849.65943913454,AED,Open,DXB,ok,ok,,Y22,84,DXB,,,
,A-7015440,15 November 2022,16363.62,16363.62,OMR,Open,AUH,ok,ok,,1,91,AUH,x,,
,A-1096767,2022-11-16,16518.81,16518.81,AED,,RAK,needs review,needs review,,1,m11,RAK,,,
C49635,A-5882724,09 November 2022,"-5,897.05",-5897.05,USD,In Review,  SHJ,needs review,needs review,,1,m11,  SHJ,,,x
C85581,A-9787737,24/11/2022,(26857.59),,GBP,Closed,FJR,ok,ok,,Y22,,FJR,,,
C10421,A-2220472,32/13/2023,12547.51,,USD,In Review,AUH,,,,Y22,,  AUH,,,
C73736,A-5073507,2022-11-25,,not available,EUR,CANCELLED,FJR,ok,ok,,Y22,61,  FJR,,x,
C97417,A-7867743,2022-11-10,23870.61,(23870.61),OMR,In Review,RAK,,,,,,  RAK,,x,
C98492,A-9846423,2022-11-03,-5975.998394290957,-5988.95,EUR,CANCELLED,RAK,needs review,needs review,,Y22,60,RAK,,,
C33084,A/8831,2022-11-28 00:00:00,27348.07,,GBP,Closed,FJR,!!!,!!!,,Y22,m11,FJR,,,
C12654,A-4992324,2022-11-11,14300.684055189704,,OMR,In Review,UAQ,needs review,needs review,,,,  UAQ,,,
C30628,A-2128898,18/11/2022,-5059.12508526184,-5105.082277298202,USD,Open,UAQ,,,,,m11,UAQ,,,
C45981,A-6956195,Nov-08-22,"26,988.21",,OMR,,RAK,ملاحظة,ملاحظة,,,m11,RAK,,x,
C63764,,Nov-18-22,-4320.364240457699,-4288.04,EUR,Open,AUH,needs review,needs review,,Y22,52,AUH,,,
C48651,A-8246755,17/11/2022,,"23,672.06",AED,,DXB,needs review,needs review,,Y22,,DXB,,,
C56877,A-3145467,20/11/2022,not available,29863.29,OMR,Open,  UAQ,ok,ok,,,,UAQ,,,
C47571,A-1497154,06 November 2022,6893.55,6893.55,USD,Open,RAK,,,,Y22,m11,RAK,,,
C68779,A-7508632,32/13/2023,7249.1,7249.1,omr ,Closed,AUH,,,,1,m11,AUH,,,
C65446,A-8888481,20/11/2022,(5703.82),-5703.82,OMR,Open,SHJ,,,junk,,m11,SHJ,,,x
C44023,A-9678391,28 November 2022,22939.74397115247,"22,919.53",EUR,CANCELLED,  FJR,,,,Y22,m11,FJR,x,,
--- HEADER REPEATED BELOW (PAGINATION) ---,,,,,,,,,,,,,,,,
CID,A/C No.,DATE,NET_VALUE,AMOUNT (v2),ISO_CURR (v2),txn_status,Area,Commentary,Notes,,year_added_2022,new_col_202211,branch_region,mystery_2022_11_39,mystery_2022_11_43,Unnamed: 0
C10506,A/50696,2022-11-06 00:00:00,-988.63,-988.63,EUR,,AAN,ok,ok,,Y22,m11,AAN,,,
C18699,A-2700312,2022-11-02,,(17357.19),GBP,Closed,RAK,,,,,,RAK,x,,
C11447,A-1936925,07/11/2022,28377.87951003522,28405.4,EUR,,  FJR,ok,ok,,0,m11,FJR,x,,
C57756,A-4798729,2022-11-19,-5065.335635025473,-5050.47,AED,,AAN,ok,ok,,Y22,m11,  AAN,,,x
C94574,A-9961994,2022-11-05,24521.56,(24548.33),SAR,In Review,DXB,!!!,!!!,,Y22,,DXB,,,
C59699,A-5278367,04 November 2022,21085.3259062672,21075.640188266734,USD,Closed,SHJ,,,,Y22,,SHJ,,,
C75934,A-2926121,2022-11-02 00:00:00,25912.77686416613,"25,946.55",OMR,Pending,RAK,ملاحظة,ملاحظة,,,,RAK,,,
C75391,A-5894686,19/11/2022,29276.31,not available,GBP,Closed,RAK,,,,1,m11,RAK,,,
C27020,A-4052477,08/11/2022,(16875.17),"16,875.17",USD,,UAQ,ملاحظة,ملاحظة,,Y22,m11,UAQ,,,
C94510,A/47508,32/13/2023,26873.77,,SAR,,AUH,!!!,!!!,,Y22,,AUH,,,
C10043,A-3689748,,"16,260.32",16216.76,EUR,Open,RAK,ملاحظة,ملاحظة,,0,48,RAK,,,x
C35475,A-5523598,2022-11-11 00:00:00,not available,-6319.446233433246,GBP,Pending,AUH,ok,ok,junk,Y22,,AUH,,x,
C11503,A-6637382,2022-11-24,,5181.99,GBP,Closed,SHJ,ok,ok,,Y22,,SHJ,,,
C67689,A-6028973,Nov-03-22,25826.48,,OMR,Closed,SHJ,ok,ok,,Y22,,SHJ,,,
C45634,A-4098157,0000-00-00,,12107.58,EUR,,FJR,,,,Y22,,FJR,,,
C63288,A-1560242,21 November 2022,14348.56,not available,SAR,CANCELLED,AUH,ok,ok,,1,m11,AUH,x,,
,A-4197650,Nov-07-22,2212.55,2212.55,AED,CANCELLED,SHJ,ok,ok,,Y22,m11,SHJ,,x,
C75816,A-5913936,Nov-12-22,(7556.45),-7516.8,AED,Closed,SHJ,ok,ok,,1,96,SHJ,,,x
C28984,A-9840992,17/11/2022,19187.71946723815,19148.18,SAR,,DXB,!!!,!!!,,0,m11,DXB,,,
C68189,A-3937498,Nov-21-22,20159.66,20189.34818557584,OMR,,FJR,ok,ok,,,m11,FJR,x,,
C27537,,2022-11-17 00:00:00,"19,080.99",19106.5412244597,AED,CANCELLED,SHJ,ok,ok,junk,,m11,  SHJ,x,,x
C66574,A-3539274,2022-11-16,2999.249225969996,not available,EUR,In Review,UAQ,,,,Y22,m11,UAQ,,,
C28783,A-2496278,21/11/2022,"24,894.87",(24894.87),GBP,,FJR,ok,ok,,Y22,m11,FJR,,,
C51141,A-9542865,Nov-28-22,"23,273.20",23308.57331411366,OMR,Closed,DXB,ok,ok,,Y22,m11,DXB,,x,
C13139,A-1626608,32/13/2023,19235.19,19235.19,SAR,,AAN,ok,ok,junk,Y22,m11,AAN,,,
C64308,A-1446679,27 November 2022,24355.52,24355.52,EUR,Open,AAN,ok,ok,junk,1,,AAN,,,
C12446,A-1953626,2022-11-03,5815.01,,SAR,Closed,DXB,needs review,needs review,,0,m11,DXB,,,
C59188,A-9387224,24 November 2022,14366.65392404136,14358.53,USD,Pending,AUH,,,,Y22,m11,AUH,,,
C51019,A-5791889,04 November 2022,-7161.571384781694,-7125.86,SAR,In Review,AAN,,,,Y22,,AAN,,,
C66273,A-6610288,2022-11-07 00:00:00,23695.5,23695.5,USD,Pending,UAQ,ملاحظة,ملاحظة,,Y22,26,UAQ,,,
C65792,A-7351831,2022-11-06 00:00:00,1656.689050989247,,SAR,CANCELLED,AUH,needs review,needs review,,,m11,AUH,,,
C39827,A-8612526,2022-11-19 00:00:00,not available,11200.48,USD,Closed,AAN,ملاحظة,ملاحظة,,Y22,12,AAN,,,
C13073,A-1920976,2022-11-23,9824.75,9824.75,USD,CANCELLED,AUH,ok,ok,,Y22,m11,AUH,,,
C24294,A-3766658,2022-11-13,4522.033794461191,4554.19,GBP,In Review,SHJ,ok,ok,,0,m11,SHJ,,,
C12305,A-8729132,Nov-28-22,11650.39,11650.39,sar ,CANCELLED,SHJ,ok,ok,,Y22,,SHJ,,,
C80814,A-5161845,Nov-04-22,(25826.09),25766.09399671898,SAR,Closed,  AUH,ok,ok,,Y22,,AUH,,,
C21882,A-6997437,21 November 2022,-3863.173465238939,-3876.87,USD,Closed,DXB,,,,Y22,m11,DXB,,x,
,A-1225591,24/11/2022,"-6,099.59",-6093.069079679847,OMR,,SHJ,needs review,needs review,,,79,SHJ,,,
C45297,A-8429053,27 November 2022,(444.38),,USD,Open,RAK,,,,,m11,RAK,,,
,A-5484824,12/11/2022,13893.28,13893.28,EUR,Closed,AUH,ملاحظة,ملاحظة,,Y22,m11,AUH,,,
C14279,A-7013565,Nov-01-22,2664.37,2691.8213442091883,EUR,In Review,DXB,,,,Y22,m11,DXB,x,,
C12193,A-4535383,2022-11-25,10590.27,,AED,Pending,AUH,,,junk,0,58,AUH,,,
C54763,A-8209051,2022-11-13,(6587.39),-6589.188987113028,SAR,,SHJ,,,junk,0,,SHJ,,,
C67010,A/84600,32/13/2023,(7855.79),,EUR,,RAK,needs review,needs review,,,m11,RAK,,,
C59181,A/54336,2022-11-14,(11873.01),"11,906.56",SAR,Pending,AUH,,,,Y22,,AUH,,,
C14674,A-9928792,2022-11-03 00:00:00,29941.99132652677,(29925.41),USD,In Review,SHJ,,,,Y22,m11,SHJ,x,,
C61840,A/16347,Nov-24-22,27776.3179570335,27797.30017288179,OMR,,UAQ,needs review,needs review,,,55,UAQ,,,
C37964,A-3980672,05 November 2022,(11320.66),(11320.66),OMR,CANCELLED,UAQ,ok,ok,,Y22,m11,UAQ,,,
C10467,A-9464808,2022-11-28,7438.67,,omr ,Closed,RAK,ok,ok,,Y22,,RAK,,,
C78478,A-8182292,01 November 2022,6639.57,6639.57,USD,,UAQ,!!!,!!!,,,m11,UAQ,,,
C89350,A-8876559,2022-11-20,24732.35,,omr ,In Review,  AUH,needs review,needs review,,,m11,AUH,,,
C97754,A-3012320,27 November 2022,,29288.09,AED,Pending,FJR,ok,ok,,Y22,m11,FJR,,,
C15429,A-6399255,2022-11-06,"27,860.37",27860.37,EUR,,  SHJ,ok,ok,,1,m11,SHJ,,,
,A-8920465,2022-11-04,-261.82,,omr ,In Review,RAK,,,,Y22,,RAK,,x,
C89429,A-5762548,01 November 2022,24054.475170010177,24073.53,GBP,Open,RAK,ملاحظة,ملاحظة,junk,Y22,,RAK,,,
C48718,A-8734280,2022-11-05,,"11,035.45",AED,Closed,AUH,ok,ok,,Y22,85,AUH,,,
C50625,A-9219711,21/11/2022,not available,24492.53,EUR,,FJR,needs review,needs review,,1,,FJR,,,
C72212,A-5389417,18 November 2022,,3293.43,OMR,Open,  AAN,,,,Y22,,AAN,,,x
,A-4244525,08 November 2022,,"8,437.60",AED,In Review,FJR,needs review,needs review,junk,Y22,,FJR,,,
C84188,A/75916,20/11/2022,20243.46,20287.662005059974,EUR,In Review,AAN,needs review,needs review,,0,m11,AAN,,,
C92760,A/64743,0000-00-00,27954.06,27960.47903946279,AED,CANCELLED,  SHJ,,,,,,SHJ,,,x
C28586,A-3540808,02 November 2022,(23494.17),(23507.04),AED,In Review,RAK,,,,Y22,,RAK,,,
C61596,A-9190722,32/13/2023,not available,27456.99,SAR,,RAK,,,,,33,RAK,,,
C21415,A-7410462,19/11/2022,not available,not available,USD,Closed,RAK,needs review,needs review,,,m11,RAK,x,,x
C28351,A-6292463,Nov-10-22,(18344.76),18344.76,usd ,,RAK,needs review,needs review,,Y22,,RAK,,,
C19914,A-2857540,2022-11-24,-3216.6998794678025,not available,USD,Open,DXB,,,,,,DXB,x,,
C91907,A-6962066,28 November 2022,"-2,337.16",,OMR,,SHJ,,,,0,,SHJ,,,
C21238,,Nov-23-22,,15586.209577576716,SAR,,RAK,needs review,needs review,,,,  RAK,,,x
C36439,A-5639229,32/13/2023,"-3,896.85","-3,896.85",AED,,DXB,needs review,needs review,,Y22,,DXB,,,
C88001,A-8365384,2022-11-16,"-4,755.14",(4755.14),OMR,,DXB,ملاحظة,ملاحظة,,Y22,m11,DXB,,,
C55235,A-5890993,Nov-07-22,(503.43),-523.85,USD,,FJR,ملاحظة,ملاحظة,,0,,FJR,,,
C10092,A-9105745,2022-11-16,12093.62,"12,093.62",AED,CANCELLED,AUH,needs review,needs review,,,,AUH,,,
C50396,A-1017722,2022-11-28,8592.478673895892,8578.43,USD,Closed,FJR,ok,ok,,0,10,FJR,,,
,A-5794031,08/11/2022,,-3654.03,GBP,,AUH,,,,0,m11,AUH,,,
,A-4004842,15/11/2022,(20610.24),20610.24,GBP,,FJR,needs review,needs review,,0,m11,FJR,x,,
C93000,A/75456,2022-11-15,,7926.3725294637525,AED,In Review,AUH,needs review,needs review,,0,m11,  AUH,,,
C69658,,Nov-10-22,"13,754.55","13,755.97",GBP,Open,RAK,,,,1,m11,RAK,,,
C62709,A-4801406,2022-11-13,,6490.9,GBP,Closed,AUH,,,,1,m11,AUH,,,
C73266,A-6935879,25 November 2022,22724.155369190805,(22733.33),GBP,Closed,RAK,ok,ok,,0,m11,RAK,,x,
,A/9733,17/11/2022,-4454.050803468914,-4491.448199295993,AED,,FJR,ok,ok,,,48,FJR,,,x
C95777,A-2948563,07/11/2022,-6279.903175757527,,EUR,CANCELLED,AAN,,,,Y22,m11,AAN,,,
C90654,A-4842709,Nov-04-22,11310.356444388284,11290.82363037146,AED,,FJR,needs review,needs review,,Y22,69,FJR,x,,x
C53377,A-2051749,2022-11-09,"6,918.30",,AED,Closed,AAN,needs review,needs review,,1,,AAN,,,
C45871,A-6915832,2022-11-22,,14095.43,USD,Closed,AUH,ok,ok,,,,AUH,,,
C86299,A/76366,06 November 2022,19677.43,"19,677.43",OMR,,AUH,,,,Y22,m11,AUH,,,x
C12786,A-3932695,2022-11-17,27885.29,,EUR,Closed,AAN,,,,Y22,m11,AAN,,,
C55796,A-3794059,12/11/2022,not available,-6793.095687604234,EUR,Pending,UAQ,,,,Y22,,UAQ,,,
C93426,A-6083046,Nov-17-22,19101.03,"19,101.03",AED,Open,SHJ,ok,ok,,,75,SHJ,,,
C63399,A/89958,27/11/2022,-3660.46,,OMR,Open,RAK,ملاحظة,ملاحظة,,Y22,,  RAK,,,
C53155,A-7516803,08/11/2022,28743.18,"28,743.18",AED,Pending,SHJ,ok,ok,,Y22,95,SHJ,,,
C48582,A/2692,2022-11-08,,22720.2,GBP,CANCELLED,AUH,ok,ok,,Y22,m11,AUH,x,,
C89989,A-4471225,06 November 2022,(22868.71),22868.71,USD,Pending,UAQ,ملاحظة,ملاحظة,,0,,UAQ,,,
C91790,A-2912931,2022-11-03 00:00:00,not available,"19,846.55",USD,Pending,FJR,,,,Y22,m11,FJR,,x,
C49254,A-5802881,2022-11-26,,-7905.04,EUR,CANCELLED,UAQ,ok,ok,,0,16,UAQ,,,x
C89861,A-9670967,22 November 2022,926.83,926.83,USD,Closed,AUH,ملاحظة,ملاحظة,,1,m11,AUH,,,
C70123,A-3856616,2022-11-18,,(21572.26),USD,In Review,RAK,ok,ok,,1,m11,RAK,,,
,A-7546527,14/11/2022,"2,435.32",2435.32,USD,Open,UAQ,ok,ok,,Y22,91,UAQ,,,
C13024,A-7227901,32/13/2023,,1846.23,SAR,Pending,RAK,ok,ok,,Y22,,RAK,,,
C78875,,32/13/2023,15292.68,,USD,In Review,AAN,ملاحظة,ملاحظة,,Y22,m11,AAN,,,
C35688,A-8491944,2022-11-25,"28,044.63",,EUR,Pending,SHJ,needs review,needs review,,,m11,SHJ,,,
C71138,A-1942300,16/11/2022,16817.67,,OMR,Open,AAN,!!!,!!!,,,,AAN,,,
C60461,A-5125685,2022-11-27,1466.36,(1466.36),USD,,FJR,ok,ok,,Y22,63,FJR,,,
C70835,A-8357491,32/13/2023,-7852.96,,AED,Closed,RAK,,,,1,53,RAK,,,
